selfies,-logKd/Ki
[C][C][O][C][=Branch1][C][=O][C][=C][Branch1][Branch2][C][Branch1][Ring1][C][#N][=C][N][C][=C][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][Branch2][N][Ring1][S][C],6.28
[O][=C][Branch1][C][O-1][C][C][=C][NH1][C][=C][C][=C][Branch1][C][Br][C][=C][Ring1][#Branch2][Ring1][#Branch1],3.3
[O][=C][Branch1][C][O-1][C][C][C][C][=C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1],3.11
[C][C][O][C][=Branch1][C][=O][C][C][Branch1][C][O][C][=Branch1][C][=O][N][C][Branch1][Branch1][C][C][C][#N][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][C][=Branch1][C][=O][N][C][Branch1][#C][C][C][=C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][C][Branch1][C][N][=O],6.48
[C][C][=C][C][=C][NH1][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][=C][C][Ring1][Branch2][=C][Ring1][N],4.8
[O][=C][Branch1][C][O-1][C][C][C][=C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1],2.59
[N][C][=Branch1][C][=NH2+1][N][C][C][C][C][Branch2][Branch1][#C][N][C][=Branch1][C][=O][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][N][C][=Branch1][C][=O][C][Branch1][#C][C][C][=C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][N][C][=Branch1][C][=O][C][Branch1][Ring1][C][S][N][C][=Branch1][C][=O][C][Branch1][C][NH3+1][C][C][C][Branch1][C][N][=O][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C][Branch1][Ring1][C][S][C][=Branch1][C][=O][N][C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][Branch1][C][N][=O][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][C][=Branch1][C][=O][N][C][Branch1][=Branch1][C][C][C][C][NH3+1][C][=Branch1][C][=O][N][C][Branch1][Ring1][C][S][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][Branch1][C][N][=O][C][Branch1][C][N][=O],5.76
[NH3+1][C][Branch1][#C][C][C][=C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][C][=Branch1][C][=O][O-1],4.71
[NH3+1][C][Branch1][#C][C][C][=C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][C][=Branch1][C][=O][O-1],4.89
[C][O][C][=C][C][=C][NH1][C][Branch1][=C][C][=Branch1][C][=O][N][S][Branch1][C][C][=Branch1][C][=O][=O][=C][C][Ring1][N][=C][Ring1][S],3.68
[O][=C][Branch1][C][O-1][C][C][C][=C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1],5.14
[O][=C][Branch1][C][O-1][C][C][=C][NH1][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch2][Ring1][#Branch1],4.55
[O][=C][Branch1][C][O-1][C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][NH1][C][=C][Branch1][C][Cl][C][=C][Branch1][C][Cl][C][=C][Ring1][=C][Ring1][Branch2],5.22
[NH3+1][C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][N][C][Branch1][#C][C][C][=C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][C][=Branch1][C][=O][N][C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1],7.0
[C][O][C][=C][C][=C][NH1][C][=C][C][Ring1][Branch1][=C][Ring1][=Branch2],2.96
[C][O][C][=C][C][=C][NH1][C][=C][C][Ring1][Branch1][=C][Ring1][=Branch2],2.96
[C][C][Branch1][C][C][C][C][Branch2][Branch1][#Branch1][N][C][=Branch1][C][=O][C][Branch1][C][C][N][C][=Branch1][C][=O][C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O-1][N][C][=Branch1][C][=O][C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O-1][N][C][=Branch1][C][=O][C][Branch1][C][NH3+1][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][N][C][Branch1][=Branch1][C][C][C][C][NH3+1][C][=Branch1][C][=O][N][C][Branch1][Branch2][C][C][C][Branch1][C][N][=O][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C][Branch1][C][C][C][=Branch1][C][=O][N][C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][N][C][Branch1][#C][C][C][=C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][C][=Branch1][C][=O][N][C][Branch1][S][C][=Branch1][C][=O][N][C][Branch1][Ring1][C][O][C][=Branch1][C][=O][O-1][C][Branch1][C][C][C],4.36
[C][C][NH1][C][=C][C][Branch1][C][Cl][=C][C][Branch1][C][Cl][=C][Ring1][Branch2][C][=Ring1][O][C][C][NH3+1],2.96
[O][=C][Branch1][C][O-1][C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][NH1][C][=C][Branch1][C][Cl][C][=C][C][Branch1][C][Cl][=C][Ring1][=C][Ring1][Branch2],5.7
[C][=C][C][C][Branch2][Ring1][C][N][C][=Branch1][C][=O][C][Branch1][C][O][C][C][=Branch1][C][=O][O][C][C][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][C][=Branch1][C][=O][N][C][Branch1][#C][C][C][=C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][C][Branch1][C][N][=O],6.11
[NH3+1][C][C][C][=C][NH1][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch2][Ring1][#Branch1],8.699999999999998
[C][=C][C][=C][NH1][C][=C][C][Ring1][Branch1][=C][Ring1][=Branch2],3.54
[C][C][C][Branch1][C][C][C][Branch2][Branch2][#Branch2][N][C][=Branch1][C][=O][C][Branch1][=Branch1][C][C][C][C][NH3+1][N][C][=Branch1][C][=O][C][Branch1][#Branch1][C][C][Branch1][C][N][=O][N][C][=Branch1][C][=O][C][Branch1][#C][C][C][=C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][N][C][=Branch1][C][=O][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][N][C][=Branch1][C][=O][C][Branch2][Ring1][N][N][C][=Branch1][C][=O][C][Branch1][=Branch1][C][C][C][C][NH3+1][N][C][=Branch1][C][=O][C][Branch1][C][NH3+1][C][Branch1][C][C][O][C][Branch1][C][C][C][C][C][=Branch1][C][=O][N][C][Branch1][C][C][C][=Branch1][C][=O][O-1],5.54
[NH3+1][C][C][C][=C][NH1][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch2][Ring1][#Branch1],3.16
[O][C][=C][C][=C][NH1][C][=C][C][Ring1][Branch1][=C][Ring1][=Branch2],2.68
[C][C][=C][C][=C][NH1][C][=C][C][Ring1][Branch1][=C][Ring1][=Branch2],2.68
[C][N][C][=Branch1][C][=O][C][Branch1][#C][C][C][=C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][N][C][=Branch1][C][=O][C][Branch1][Branch2][C][C][=Branch1][C][=O][N][O][C][C][Branch1][C][C][C],4.65
[C][C][Branch1][C][C][C][C][Branch2][Branch2][Branch1][N][C][=Branch1][C][=O][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][N][C][=Branch1][C][=O][C][Branch2][=Branch1][=Branch1][N][C][=Branch1][C][=O][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][N][C][=Branch1][C][=O][C][Branch1][Branch2][C][C][C][Branch1][C][N][=O][N][C][=Branch1][C][=O][C][Branch1][#C][C][C][=C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][N][C][=Branch1][C][=O][C][Branch1][C][NH3+1][C][C][C][N][C][Branch1][C][N][=NH2+1][C][Branch1][C][C][O][C][=Branch1][C][=O][O-1],4.25
[C][C][Branch1][C][NH3+1][C][=Branch1][C][=O][N][C][Branch1][#C][C][C][=C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][Branch1][C][N][=O][C][=Branch1][C][=O][N][C][Branch1][Ring1][C][O][C][=Branch1][C][=O][O-1],5.92
[C][NH1+1][Branch1][C][C][C][C][=C][NH1][C][=C][Branch1][Branch1][C][C][C][O][C][=C][C][=C][Ring1][=N][Ring1][#Branch2],7.429999999999999
[C][C][Branch1][C][C][C][C][Branch2][#Branch1][#Branch1][N][C][=Branch1][C][=O][C][Branch1][#Branch1][C][C][Branch1][C][C][C][N][C][=Branch1][C][=O][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][N][C][=Branch1][C][=O][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][N][C][=Branch1][C][=O][C][Branch1][=Branch2][C][C][=C][NH1][C][=N][Ring1][Branch1][N][C][=Branch1][C][=O][C][Branch1][#Branch1][C][C][Branch1][C][C][C][N][C][=Branch1][C][=O][C][Branch1][C][NH3+1][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][N][C][Branch1][C][C][C][=Branch1][C][=O][O-1],7.66
[C][C][=Branch1][C][=O][N][C][Branch1][Ring1][C][O][C][=Branch1][C][=O][N][C][Branch1][C][C][C][=Branch1][C][=O][N][C][Branch2][Ring2][Ring2][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C][Branch1][=Branch2][C][C][=C][NH1][C][=N][Ring1][Branch1][C][=Branch1][C][=O][O-1][C][Branch1][C][C][C],5.24
[NH3+1][C][C][C][C][C][Branch1][C][NH3+1][C][=Branch1][C][=O][N][C][Branch1][=Branch2][C][C][=C][N][=C][NH1][Ring1][Branch1][C][=Branch1][C][=O][N][C][Branch1][=Branch1][C][C][C][C][NH3+1][C][=Branch1][C][=O][O-1],6.89
[NH3+1][C][C][C][=C][N][=C][NH1][Ring1][Branch1],3.9
[C][C][Branch1][C][C][C][C][Branch2][Branch2][Branch2][N][C][=Branch1][C][=O][C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O-1][N][C][=Branch1][C][=O][C][Branch1][=Branch2][C][C][=C][NH1][C][=N][Ring1][Branch1][N][C][=Branch1][C][=O][C][Branch2][Branch1][O][N][C][=Branch1][C][=O][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][N][C][=Branch1][C][=O][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][N][C][=Branch1][C][=O][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][N][C][=Branch1][C][=O][C][Branch1][C][C][NH3+1][C][Branch1][C][C][O][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][C][=Branch1][C][=O][O-1],4.74
[C][C][=Branch1][C][=O][N][C][C][C][=C][NH1][C][=N][Ring1][Branch1],5.24
[C][C][C][Branch1][C][C][C][Branch2][#Branch2][=Branch2][N][C][=Branch1][C][=O][C][Branch2][=Branch2][#Branch2][N][C][=Branch1][C][=O][C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O-1][N][C][=Branch1][C][=O][C][Branch1][Branch1][C][C][S][C][N][C][=Branch1][C][=O][C][Branch1][#Branch1][C][C][Branch1][C][C][C][N][C][=Branch1][C][=O][C][Branch1][=Branch1][C][C][C][C][NH3+1][N][C][=Branch1][C][=O][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][N][C][=Branch1][C][=O][C][Branch1][#Branch1][C][C][Branch1][C][N][=O][N][C][=Branch1][C][=O][C][Branch1][Ring1][C][O][N][C][=Branch1][C][=O][C][Branch1][=Branch2][C][C][=C][NH1][C][=N][Ring1][Branch1][N][C][=Branch1][C][=O][C][Branch1][C][C][NH3+1][C][Branch1][C][C][C][C][C][Branch1][C][N][=O],5.17
[C][C][Branch1][C][C][C][C][Branch2][Branch1][#C][N][C][=Branch1][C][=O][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C][Branch1][=Branch2][C][C][=C][NH1][C][=N][Ring1][Branch1][N][C][=O][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C][Branch1][=Branch1][C][C][C][C][NH3+1][C][=Branch1][C][=O][N][C][Branch1][=Branch1][C][C][C][C][NH3+1][C][Branch1][C][N][=O],8.07
[C][NH2+1][C][C][C][C][C][Branch2][Branch1][P][N][C][=Branch1][C][=O][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][N][C][=Branch1][C][=O][C][Branch1][=Branch2][C][C][=C][NH1][C][=N][Ring1][Branch1][N][C][=Branch1][C][=O][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][N][C][=Branch1][C][=O][C][Branch1][C][NH3+1][C][C][C][C][NH3+1][C][=Branch1][C][=O][N][C][Branch2][Ring1][Ring2][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][O-1][C][Branch1][C][C][C],4.49
[NH3+1][C][Branch1][=Branch2][C][C][=C][NH1][C][=N][Ring1][Branch1][C][=Branch1][C][=O][O-1],6.38
[C][S][C][C][C][Branch2][Branch1][#Branch2][N][C][=Branch1][C][=O][C][Branch1][#Branch1][C][C][Branch1][C][C][C][N][C][=Branch1][C][=O][C][Branch1][=Branch1][C][C][C][C][NH3+1][N][C][=Branch1][C][=O][C][Branch1][=Branch1][C][C][C][C][NH3+1][N][C][=Branch1][C][=O][C][Branch1][C][NH3+1][C][C][=C][NH1][C][=N][Ring1][Branch1][C][=Branch1][C][=O][O-1],3.74
[C][C][=N][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][N][Ring1][Branch2][C][C][N][S][Branch1][C][N][=Branch1][C][=O][=O],8.0
[C][C][=Branch1][C][=O][N][C][Branch1][Ring1][C][O][C][=Branch1][C][=O][N][C][Branch1][=Branch2][C][C][=C][NH1][C][=N][Ring1][Branch1][C][=Branch1][C][=O][N][C][Branch2][=Branch1][P][C][=Branch1][C][=O][N][C][Branch1][C][C][C][=Branch1][C][=O][N][C][Branch2][Branch1][#Branch2][C][=Branch1][C][=O][N][C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][Branch1][C][N][=O][C][=Branch1][C][=O][N][C][Branch1][C][C][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][O-1][C][Branch1][C][C][C][C][Branch1][C][C][C],8.0
[C][C][Branch1][C][C][C][C][Branch2][#Branch1][#C][N][C][=Branch1][C][=O][C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O-1][N][C][=Branch1][C][=O][C][Branch1][=Branch2][C][C][=C][NH1][C][=N][Ring1][Branch1][N][C][=Branch1][C][=O][C][Branch2][Branch1][C][N][C][=Branch1][C][=O][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][N][C][=Branch1][C][=O][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][N][C][=Branch1][C][=O][C][Branch1][C][NH3+1][C][C][C][N][C][Branch1][C][N][=NH2+1][C][Branch1][C][C][O][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][C][=Branch1][C][=O][N][C][Branch1][Branch2][C][C][C][Branch1][C][N][=O][C][=Branch1][C][=O][O-1],4.51
[C][C][Branch1][C][C][C][C][Branch2][Branch2][#Branch1][N][C][=Branch1][C][=O][C][Branch1][C][C][N][C][=Branch1][C][=O][C][Branch1][#Branch1][C][C][Branch1][C][N][=O][N][C][=Branch1][C][=O][C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O-1][N][C][=Branch1][C][=O][C][Branch2][Branch1][Ring1][N][C][=Branch1][C][=O][C][Branch1][C][C][N][C][=Branch1][C][=O][C][Branch2][Ring1][N][N][C][=Branch1][C][=O][C][Branch1][=Branch2][C][C][=C][NH1][C][=N][Ring1][Branch1][N][C][=Branch1][C][=O][C][Branch1][C][NH3+1][C][O][C][Branch1][C][C][C][C][Branch1][C][C][C][C][=Branch1][C][=O][O-1],8.0
[NH3+1][C][C][C][=C][N][=C][NH1][Ring1][Branch1],8.15
[C][C][=Branch1][C][=O][N][C][C][C][=C][NH1][C][=N][Ring1][Branch1],4.77
[C][C][Branch1][C][C][C][C][Branch2][Branch2][#C][N][C][=Branch1][C][=O][C][Branch2][#Branch1][P][N][C][=Branch1][C][=O][C][Branch1][#Branch2][C][C][C][C][N+1][Branch1][C][C][C][N][C][=Branch1][C][=O][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][N][C][=Branch1][C][=O][C][Branch1][=Branch2][C][C][=C][NH1][C][=N][Ring1][Branch1][N][C][=Branch1][C][=O][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][N][C][=Branch1][C][=O][C][Branch1][=Branch1][C][C][C][C][NH3+1][N][C][=Branch1][C][=O][C][Branch1][C][C][N][C][=Branch1][C][=O][C][NH3+1][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][Branch1][C][N][=O][C][=Branch1][C][=O][O-1],5.02
[C][C][C][Branch1][C][C][C][Branch2][=Branch2][Branch1][N][C][=Branch1][C][=O][C][Branch1][=Branch2][C][C][=C][NH1][C][=N][Ring1][Branch1][N][C][=Branch1][C][=O][C][Branch1][C][C][N][C][=Branch1][C][=O][C][Branch1][Branch2][C][C][C][Branch1][C][N][=O][N][C][=Branch1][C][=O][C][Branch2][Branch1][#C][N][C][=Branch1][C][=O][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][N][C][=Branch1][C][=O][C][Branch1][#Branch1][C][C][Branch1][C][C][C][N][C][=Branch1][C][=O][C][Branch1][#Branch1][C][C][Branch1][C][C][C][N][C][=Branch1][C][=O][C][Branch1][Ring1][C][O][N][C][=Branch1][C][=O][C][NH3+1][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][C][=Branch1][C][=O][N][C][Branch1][=Branch1][C][C][C][C][NH3+1][C][=Branch1][C][=O][N][C][Branch1][=Branch1][C][C][C][C][NH3+1][C][=Branch1][C][=O][N][C][Branch1][Branch1][C][C][S][C][C][=Branch1][C][=O][N][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C][Branch1][C][C][C],7.28
[Br][C][=C][N][=C][NH1][Ring1][Branch1],3.77
[C][NH1+1][Branch1][C][C][C][Branch1][=Branch2][C][C][=C][NH1][C][=N][Ring1][Branch1][C][=Branch1][C][=O][O-1],5.4
[N][C][=N][C][=C][NH1][Ring1][Branch1],2.44
[C][C][Branch1][C][C][C][C][Branch2][#Branch1][=Branch1][N][C][=Branch1][C][=O][C][Branch2][=Branch1][Branch2][N][C][=Branch1][C][=O][C][Branch1][=N][C][C][C][C][N+1][Branch1][C][C][Branch1][C][C][C][N][C][=Branch1][C][=O][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][N][C][=Branch1][C][=O][C][Branch1][=Branch2][C][C][=C][NH1][C][=N][Ring1][Branch1][N][C][=Branch1][C][=O][C][Branch1][C][NH3+1][C][C][C][N][C][Branch1][C][N][=NH2+1][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][C][=Branch1][C][=O][O],6.4
[C][C][C][Branch1][C][C][C][Branch1][O][N][C][=Branch1][C][=O][C][Branch1][C][C][NH3+1][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C][Branch1][=Branch2][C][C][=C][N][=C][NH1][Ring1][Branch1][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C][Branch1][Branch2][C][C][C][Branch1][C][N][=O][C][=Branch1][C][=O][N][C][Branch1][C][C][C][=Branch1][C][=O][O-1],7.12
[NH3+1][C][C][C][=C][NH1][C][=N][Ring1][Branch1],1.8
[C][C][Branch1][C][C][C][C][Branch2][=Branch1][Branch1][N][C][=Branch1][C][=O][C][Branch2][Branch1][#Branch1][N][C][=Branch1][C][=O][C][Branch1][=N][C][C][C][C][N+1][Branch1][C][C][Branch1][C][C][C][N][C][=Branch1][C][=O][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][N][C][=Branch1][C][=O][C][Branch1][C][NH3+1][C][C][=C][NH1][C][=N][Ring1][Branch1][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][C][=Branch1][C][=O][O-1],3.63
[C][C][=Branch1][C][=O][N][C][C][C][C][C][Branch2][Ring1][O][N][C][=Branch1][C][=O][C][Branch1][C][C][N][C][=Branch1][C][=O][C][Branch1][C][NH3+1][C][C][=C][N][=C][NH1][Ring1][Branch1][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][C][=Branch1][C][=O][N][C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][Branch1][C][C][C],5.04
[C][C][Branch1][C][C][C][C][Branch2][Ring2][N][N][C][=Branch1][C][=O][C][Branch1][=Branch1][C][C][C][C][NH3+1][N][C][=Branch1][C][=O][C][Branch1][=Branch1][C][C][C][C][NH3+1][N][C][=Branch1][C][=O][C][Branch1][C][NH3+1][C][C][=C][NH1][C][=N][Ring1][Branch1][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C][Branch1][Branch2][C][C][C][Branch1][C][N][=O][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C][Branch2][Ring2][Ring2][C][=Branch1][C][=O][N][C][Branch1][Ring1][C][S][C][=Branch1][C][=O][N][C][Branch1][Ring1][C][O][C][=Branch1][C][=O][N][C][Branch1][Ring1][C][O][C][=Branch1][C][=O][O-1][C][Branch1][C][C][O],6.15
[C][C][Branch1][N][C][C][O][C][=N][C][=C][N][Ring1][Branch1][C][NH1+1][Branch1][C][C][C],7.349999999999999
[C][C][C][Branch1][C][C][C][Branch2][=Branch2][C][N][C][=Branch1][C][=O][C][Branch1][=Branch2][C][C][=C][NH1][C][=N][Ring1][Branch1][N][C][=Branch1][C][=O][C][Branch1][C][C][N][C][=Branch1][C][=O][C][Branch1][Branch2][C][C][C][Branch1][C][N][=O][N][C][=Branch1][C][=O][C][Branch2][Branch1][N][N][C][=Branch1][C][=O][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][N][C][=Branch1][C][=O][C][Branch1][Branch1][C][C][S][C][N][C][=Branch1][C][=O][C][Branch1][#Branch1][C][C][Branch1][C][C][C][N][C][=Branch1][C][=O][C][Branch1][Ring1][C][O][N][C][Branch1][C][C][=O][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][C][=Branch1][C][=O][N][C][Branch1][=Branch1][C][C][C][C][NH3+1][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][C][=Branch1][C][=O][N][C][Branch1][Branch1][C][C][S][C][C][Branch1][C][N][=O],4.08
[C][C][Branch1][C][C][C][C][Branch2][#Branch1][=Branch1][N][C][=Branch1][C][=O][C][Branch2][=Branch1][Branch2][N][C][=Branch1][C][=O][C][Branch1][=N][C][C][C][C][N+1][Branch1][C][C][Branch1][C][C][C][N][C][=Branch1][C][=O][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][N][C][=Branch1][C][=O][C][Branch1][=Branch2][C][C][=C][NH1][C][=N][Ring1][Branch1][N][C][=Branch1][C][=O][C][Branch1][C][NH3+1][C][C][C][N][C][Branch1][C][N][=NH2+1][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C][Branch1][Ring1][C][=O][C][C][C][N][C][Branch1][C][N][=NH2+1],4.7
[NH3+1][C][C][C][=C][NH1][C][=N][Ring1][Branch1],8.769999999999998
[C][C][C][Branch1][C][C][C][Branch2][=Branch1][O][N][C][=Branch1][C][=O][C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O-1][N][C][=Branch1][C][=O][C][Branch1][=Branch2][C][C][=C][N][=C][NH1][Ring1][Branch1][N][C][=Branch1][C][=O][C][Branch2][Ring1][=C][N][C][=Branch1][C][=O][C][Branch1][P][N][C][=Branch1][C][=O][C][Branch1][Ring1][C][O][N][C][Branch1][C][C][=O][C][Branch1][C][C][O][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C][Branch1][Ring1][C][O][C][=Branch1][C][=O][N][C][Branch1][=Branch1][C][C][C][C][NH3+1][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C][Branch1][Ring1][C][O][C][=Branch1][C][=O][O],5.7
[C][NH2+1][C][C][C][C][C][Branch2][Ring2][Ring1][N][C][=Branch1][C][=O][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][N][C][=Branch1][C][=O][C][Branch1][C][NH3+1][C][C][=C][N][=C][NH1][Ring1][Branch1][C][=Branch1][C][=O][N][C][Branch2][Ring2][Branch1][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][C][=Branch1][C][=O][O-1][C][Branch1][C][C][C],5.82
