selfies,Hepatobiliary disorders,Metabolism and nutrition disorders,Product issues,Eye disorders,Investigations,Musculoskeletal and connective tissue disorders,Gastrointestinal disorders,Social circumstances,Immune system disorders,Reproductive system and breast disorders,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",General disorders and administration site conditions,Endocrine disorders,Surgical and medical procedures,Vascular disorders,Blood and lymphatic system disorders,Skin and subcutaneous tissue disorders,"Congenital, familial and genetic disorders",Infections and infestations,"Respiratory, thoracic and mediastinal disorders",Psychiatric disorders,Renal and urinary disorders,"Pregnancy, puerperium and perinatal conditions",Ear and labyrinth disorders,Cardiac disorders,Nervous system disorders,"Injury, poisoning and procedural complications"
[C][=C][C][=Branch1][P][=C][Branch1][=N][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][C][=Branch1][C][=O][O][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Br],0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
[C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][Branch1][#C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][C][=Branch1][C][=O][N][N],0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0
[C][C][Branch1][C][C][O][C][=Branch1][C][=O][C][Branch1][C][C][Branch1][C][C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Cl],1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
[C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][C][=Branch1][N][=C][Branch1][Branch2][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][O][N+1][=Branch1][C][=O][O-1],1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
[C][C][C][C][C][C][Branch2][Ring1][N][C][=C][C][C][Branch2][Ring1][Ring2][C][C][Branch1][#C][C][Ring1][Branch1][C][C][=C][C][C][C][C][=Branch1][C][=O][O][O][O][O],0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1
[C][C][C][C][C][C][C][C][=Branch1][C][=O][C][C][C][C][Branch2][Ring1][#Branch2][C][C][Branch2][Ring1][Ring2][C][Ring1][Branch1][C][C][=C][C][C][C][C][=Branch1][C][=O][O][C][Branch1][C][C][C][O][O],0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1
[C][C][C][C][C][C][C][C][=Branch1][C][=O][C][C][C][C][Branch2][Ring1][Ring2][C][C][Branch1][#C][C][Ring1][Branch1][C][C][=C][C][C][C][C][=Branch1][C][=O][O][O][O],0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,1,1
[C][C][C][C][C][C@@][Branch1][C][C][Branch2][Ring1][N][C][=C][C@H1][C@@H1][Branch2][Ring1][Ring2][C][C@@H1][Branch1][#C][C@@H1][Ring1][Branch1][C][C][=C][C][C][C][C][=Branch1][C][=O][O][O][O][O],0,0,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,0,0,1,1,1,1
[C][C][C][C][C][C@@H1][Branch2][Ring1][N][C][=C][C@H1][C@@H1][Branch2][Ring1][Ring2][C][C@@H1][Branch1][#C][C@@H1][Ring1][Branch1][C][C][=C][C][C][C][C][=Branch1][C][=O][O][O][O][O].[C][Branch1][O][C][Branch1][Ring1][C][O][Branch1][Ring1][C][O][N][O],0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1
[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C@H1][Branch2][=Branch1][S][C][O][P][=Branch1][C][=O][Branch1][C][O][O][C][C][N][C][=Branch1][C][=O][C@H1][Branch1][C][C][N][C][=Branch1][C][=O][C][C][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][N][N][C][=Branch1][C][=O][C@H1][Branch1][C][C][N][C][=Branch1][C][=O][C@@H1][Branch1][C][C][O][C][C@H1][Branch1][#C][C@@H1][Branch1][O][O][C@@H1][Branch1][Branch1][C@H1][Ring1][=Branch1][O][C][O][O][N][C][=Branch1][C][=O][C][O][C][=Branch1][C][=O][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C],1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1
[C][C][PH1+1][Branch1][Ring1][C][C][C][C].[C][C][PH1+1][Branch1][Ring1][C][C][C][C].[C][C][=Branch1][C][=O][O][C][C][C][Branch2][Ring1][#Branch2][C][Branch1][P][C][Branch1][Branch2][C][Branch1][Ring2][O][Ring1][=Branch1][SH2+1][O][C][=Branch1][C][=O][C][O][C][=Branch1][C][=O][C][O][C][=Branch1][C][=O][C].[Au].[Au],1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0
[C][Branch2][Ring1][Branch1][C][C][Branch1][S][C][Branch1][N][C][Branch1][Branch2][C][Branch1][Ring2][O][Ring1][=Branch1][O][O][O][O][O],0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1
[C][N][Branch2][Ring1][=Branch2][C][=Branch1][C][=O][N][C][C][Branch1][#C][C][Branch1][O][C][Branch1][=Branch1][O][C][Ring1][=Branch1][O][C][O][O][O][N][=O],1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1,1
[C][Branch2][Ring1][Branch1][C][C][Branch1][S][C][Branch1][N][C][Branch1][Branch2][C][Branch1][Ring2][O][Ring1][=Branch1][O][F][O][O][O],0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
[C][C][Branch1][C][C][Branch1][C][C][C][#C][C][=C][C][N][Branch1][C][C][C][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#Branch2],1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,0,1,1
[C][C][Branch1][C][C][N][C][C][Branch1][P][C][O][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#Branch2][O],0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1
[C][C][=Branch1][C][=O][N][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C],1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
[C][C][Branch2][Ring1][Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][Branch1][Branch1][C][=C][Ring1][Branch2][O][C][C][=Branch1][C][=O][O-1].[Na+1],1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1
[C][C][=Branch1][C][=O][C][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][Branch1][Branch1][C][=C][Ring1][Branch2][O][C],1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0
[C][N][C][=C][Branch1][=N][C][=Branch1][C][=O][N][Branch1][Branch1][C][Ring1][#Branch1][=O][C][N][Branch1][Branch1][C][=N][Ring1][O][C][C][Branch1][Ring1][C][O][O],0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1
[C][N][C][=N][C][=C][Ring1][Branch1][C][=Branch1][C][=O][N][Branch1][=Branch2][C][=Branch1][C][=O][N][Ring1][Branch2][C][C],0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1
[C][N][C][=C][Branch1][=N][C][=Branch1][C][=O][N][Branch1][Branch1][C][Ring1][#Branch1][=O][C][N][C][=N][Ring1][O],0,1,0,0,1,1,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1,1,0,0,1,1,1
[C][C][=Branch1][C][=O][C][C][C][C][N][C][=Branch1][C][=O][C][=C][Branch1][#Branch1][N][=C][N][Ring1][Branch1][C][N][Branch1][Branch1][C][Ring1][O][=O][C],1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1
[C][N][C][=C][Branch1][=N][C][=Branch1][C][=O][N][Branch1][Branch1][C][Ring1][#Branch1][=O][C][N][C][=N][Ring1][O].[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O],0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1
[C][Branch2][Ring1][Branch1][C][Branch1][P][C][Branch1][=N][C][Branch1][=Branch2][C][Branch1][Branch1][C][Ring1][=Branch1][Cl][Cl][Cl][Cl][Cl][Cl],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
[C][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][Branch1][#Branch1][C][C][=Branch1][C][=O][O][C][N],1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
[C][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][N][C][=Branch1][C][=O][N][Branch1][Ring2][C][C][Cl][N][=O],1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1
[C][C][C][Branch1][Branch2][C][C][C][Ring1][=Branch1][C][N][C][=Branch1][C][=O][O],0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1
[C][C][C][C][Branch1][Branch2][C][Branch1][Ring2][C][Ring1][=Branch1][NH1-1][NH1-1].[C][=Branch1][C][=O][Branch1][=Branch1][C][=Branch1][C][=O][O][O].[Pt+2],1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1
[C][=C][Branch1][=Branch1][N][C][=N][Ring1][Branch1][C][C][N],0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0
[C][C][=N][C][=C][Branch1][#Branch1][N][Ring1][Branch1][C][C][O][N+1][=Branch1][C][=O][O-1],1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1
[C][C][=C][Branch1][=Branch1][N][=C][N][Ring1][Branch1][C][S][C][C][N][C][=Branch1][Ring1][=N][C][N][C][#N],1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1
[C][=C][N][Branch1][Branch1][C][=N][Ring1][Branch1][C][C][Branch1][C][O][Branch1][=Branch2][P][=Branch1][C][=O][Branch1][C][O][O][P][=Branch1][C][=O][Branch1][C][O][O],0,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1
[C][C][S][=Branch1][C][=O][=Branch1][C][=O][C][C][N][C][=Branch1][O][=N][C][=C][Ring1][Branch1][N+1][=Branch1][C][=O][O-1][C],0,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1
[C][C][C][C][N][C][=C][Branch2][Ring1][Branch2][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][S][=Branch1][C][=O][=Branch1][C][=O][N][O][C][=C][C][=C][C][=C][Ring1][=Branch1],1,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,1,1
[C][=C][Branch2][Ring1][S][C][=C][Branch2][Ring1][#Branch2][C][=Branch1][Branch1][=C][Ring1][=Branch1][I][O][C][=C][C][=Branch1][N][=C][Branch1][Branch2][C][=Branch1][Ring2][=C][Ring1][=Branch1][I][O][I][I][C][C][Branch1][=Branch1][C][=Branch1][C][=O][O][N],0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1,1,1
[C][=C][C][=Branch2][Ring2][Ring2][=C][Branch2][Ring1][#C][C][=C][Ring1][=Branch1][O][C][=C][Branch2][Ring1][Ring2][C][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][I][C][C][Branch1][=Branch1][C][=Branch1][C][=O][O][N][I][I][O],0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
[C][=C][C][=Branch1][#Branch2][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][Cl][O][O][C][=C][Branch1][#Branch2][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Cl][Cl],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[C][C][Branch2][Ring1][Ring2][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O],1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1
[C][O][C][C][=C][Branch2][Ring2][#Branch1][N][C][Branch2][Ring1][=N][C][Branch1][Branch1][C][Ring1][Ring2][=O][N][C][=Branch1][C][=O][C][=Branch1][Ring2][=N][O][C][C][=C][S][C][=Branch1][Ring2][=N][Ring1][Branch1][N][S][C][Ring2][Ring1][=Branch1][C][=Branch1][C][=O][O],1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
[C][C][=Branch1][C][=O][O][C][C][=C][Branch2][Ring2][#Branch1][N][C][Branch2][Ring1][=N][C][Branch1][Branch1][C][Ring1][Ring2][=O][N][C][=Branch1][C][=O][C][=Branch1][Ring2][=N][O][C][C][=C][S][C][=Branch1][Ring2][=N][Ring1][Branch1][N][S][C][Ring2][Ring1][=Branch1][C][=Branch1][C][=O][O-1],1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1
[C][O][N][=C][Branch1][O][C][=C][S][C][=Branch1][Ring2][=N][Ring1][Branch1][N][C][=Branch1][C][=O][N][C][C][N][Branch1][Branch1][C][Ring1][Ring2][=O][C][=Branch1][=Branch1][=C][C][S][Ring1][Branch2][C][=Branch1][C][=O][O],0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1
[C][=C][C][=C][Branch2][Ring2][N][N][C][Branch2][Ring2][C][C][Branch1][Branch1][C][Ring1][Ring2][=O][N][C][=Branch1][C][=O][C][=Branch1][=Branch2][=N][O][C][C][=Branch1][C][=O][O][C][=C][S][C][=Branch1][Ring2][=N][Ring1][Branch1][N][S][C][Ring2][Ring1][=Branch2][C][=Branch1][C][=O][O],1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1
[C][=C][C][=C][Branch2][Ring2][=Branch1][N][C@@H1][Branch2][Ring1][N][C@@H1][Branch1][Branch1][C][Ring1][Ring2][=O][N][C][=Branch1][C][=O][C][=Branch1][Ring1][=N][O][C][=C][S][C][=Branch1][Ring2][=N][Ring1][Branch1][N][S][C][Ring2][Ring1][Branch1][C][=Branch1][C][=O][O],1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1
[C][C][Branch2][Ring1][#Branch2][C][Branch2][Ring1][Ring2][O][C][Ring1][Branch1][N][C][=C][Branch1][#Branch2][C][=Branch1][C][=O][N][C][Ring1][#Branch1][=O][F][C][O][O],1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0
[C][C][Branch2][Ring1][#Branch2][C][Branch2][Ring1][Ring2][O][C][Ring1][Branch1][N][C][=C][Branch1][#Branch2][C][=Branch1][C][=O][N][C][Ring1][#Branch1][=O][I][C][O][O],0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
[C][C][=C][N][Branch1][#Branch2][C][=Branch1][C][=O][N][C][Ring1][#Branch1][=O][C][C][C][Branch1][=Branch2][C][Branch1][Ring2][O][Ring1][Branch1][C][O][O],1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1
[C][C@@H1][Branch2][Ring1][P][C@H1][Branch2][Ring1][O][O][C@H1][Ring1][Branch1][N][C][=C][Branch1][#Branch2][C][=Branch1][C][=O][N][C][Ring1][#Branch1][=O][C][Branch1][C][F][Branch1][C][F][F][C][O][O],0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
[C][C][=C][N][Branch1][#Branch2][C][=Branch1][C][=O][N][C][Ring1][#Branch1][=O][C][C][C][Branch1][=Branch2][C][Branch1][Ring2][O][Ring1][Branch1][C][O][N][=N+1][=N-1],1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1
[C][=N][C][=C][Branch1][=N][N][Ring1][Branch1][C][C][C][Branch1][Ring1][C][O][C][O][N][C][=Branch1][=Branch1][=N][C][Ring1][=C][=O][N],1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,1,1,1,1,0,0,1,1,1
[C][=N][C][=C][Branch1][=N][N][Ring1][Branch1][C][O][C][Branch1][Ring1][C][O][C][O][N][C][=Branch1][=Branch1][=N][C][Ring1][=C][=O][N],1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
[C][C][Branch1][C][C][C][Branch2][Ring1][O][C][=Branch1][C][=O][O][C][C][O][C][N][C][=N][C][=C][Ring1][Branch1][N][C][=Branch1][=Branch1][=N][C][Ring1][=Branch1][=O][N][N],1,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1
[C][=N][C][=C][Branch1][=Branch2][N][Ring1][Branch1][C][O][C][C][O][N][C][=Branch1][=Branch1][=N][C][Ring1][N][=O][N],1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1
[C][C][Branch1][C][C][C@@H1][Branch2][Ring1][#C][C][=Branch1][C][=O][O][C][C][Branch1][Ring1][C][O][O][C][N][C][=N][C][=C][Ring1][Branch1][N][C][=Branch1][=Branch1][=N][C][Ring1][=Branch1][=O][N][N],1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1
[C][=N][C][=C][Branch1][Branch2][C][=Branch1][Ring2][=N][Ring1][=Branch1][N][N][=C][N][Ring1][Branch2][C][C][O][C][P][=Branch1][C][=O][Branch1][C][O][O],1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1
[C][C][Branch1][C][C][Branch1][C][C][C][=Branch1][C][=O][O][C][O][P][=Branch1][C][=O][Branch2][Ring1][Ring1][C][O][C][C][N][C][=N][C][=C][Ring1][Branch1][N][=C][N][=C][Ring1][=Branch1][N][O][C][O][C][=Branch1][C][=O][C][Branch1][C][C][Branch1][C][C][C],1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1
[C][C][=Branch1][C][=O][O][C][C][Branch2][Ring1][Ring1][C][C][N][C][=N][C][=C][N][=C][Branch1][#Branch1][N][=C][Ring1][=Branch1][Ring1][=Branch2][N][C][O][C][=Branch1][C][=O][C],1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1
[C][C@@H1][Branch1][S][C][N][C][=N][C][=C][Ring1][Branch1][N][=C][N][=C][Ring1][=Branch1][N][O][C][P][=Branch1][C][=O][Branch1][=C][O][C][O][C][=Branch1][C][=O][O][C][Branch1][C][C][C][O][C][O][C][=Branch1][C][=O][O][C][Branch1][C][C][C],1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1
[C][C][Branch1][S][C][N][C][=N][C][=C][Ring1][Branch1][N][=C][N][=C][Ring1][=Branch1][N][O][C][P][=Branch1][C][=O][Branch1][C][O][O],1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1
[C][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][C][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=C][Ring1][#Branch2][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Cl],1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1
[C][C][N][Branch2][Ring2][#Branch1][C][C][N][Ring1][=Branch1][C][C][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=C][Ring1][#Branch2][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][Branch1][C][F][Branch1][C][F][F][C][C][O],1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1
[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][C][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=C][Ring1][#Branch2][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][Branch1][C][F][Branch1][C][F][F],1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1
[C][C][N][Branch2][Ring1][S][C][C][N][Ring1][=Branch1][C][C][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=C][Ring1][#Branch2][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Cl][C][C][O],1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1
[C][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][C][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=C][Ring1][#Branch2][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][Branch1][C][F][Branch1][C][F][F],1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1
[C][=C][C][N][C][C][C][C][C][=Branch1][C][=O][C][C][C][Ring1][#Branch1][Branch2][Ring1][#Branch1][C][Ring1][O][C][C][=C][Ring1][O][C][=Branch1][=Branch2][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][O][Ring1][S][O],0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,1
[C][N][C][C][C@][C@@H1][C@@H1][Ring1][=Branch1][C][C][=C][Ring1][=Branch1][C][=Branch1][#Branch2][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][O][C@H1][Ring1][=C][C][=Branch1][C][=O][C][C][Ring1][P],0,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1
[C][N][C][C][C][C][C][=Branch1][C][=O][C][C][C][Ring1][#Branch1][Branch2][Ring1][Branch2][C][Ring1][O][C][C][=C][Ring1][O][C][=Branch1][#Branch2][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][O][Ring1][P][O],1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
[C][N][C][C][C][C][C][Ring1][=Branch1][C][C][=C][Ring1][=Branch1][C][=Branch1][=Branch2][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][O][C][Ring1][=N][C][=Branch1][C][=O][C][C][Ring1][S],1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
[C][N][C][C][C][C][C][=Branch1][C][=O][C][C][C][Ring1][#Branch1][Branch2][Ring1][#Branch1][C][Ring1][O][C][C][=C][Ring1][O][C][=Branch1][=Branch2][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][O][Ring1][S][O],1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1
[C][C][C][C][C][C][Branch2][Ring1][N][C][=C][C][C][Branch2][Ring1][Ring2][C][C][=Branch1][C][=O][C][Ring1][=Branch1][C][C][C][C][C][C][C][=Branch1][C][=O][O][O][O],1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1
[C][C][C][C][C][Branch1][C][C][Branch1][C][C][C][Branch2][Ring1][=N][C][=C][C][C][Branch2][Ring1][Branch1][C][C][=Branch1][C][=O][C][Ring1][=Branch1][C][C][C][C][C][=C][C][=Branch1][C][=O][O][C][O][O],0,0,0,0,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0
[C][C][C][C][C][Branch1][C][C][Branch2][Ring1][=C][C][C][=C][C@H1][C@@H1][Branch2][Ring1][Branch1][C][C][=Branch1][C][=O][C@@H1][Ring1][=Branch1][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][O][O],0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
[C][C][C][C][C][C][Branch2][Ring1][N][C][=C][C][C][Branch2][Ring1][Ring2][C][C][=Branch1][C][=O][C][Ring1][=Branch1][C][C][=C][C][C][C][C][=Branch1][C][=O][O][O][O],0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1
[C][C][C][C][C][O][C][=Branch1][C][=O][N][C][=N][C][=Branch1][C][=O][N][Branch1][=Branch1][C][=C][Ring1][#Branch1][F][C@H1][C@@H1][Branch1][N][C@@H1][Branch1][Branch2][C@H1][Branch1][Ring2][O][Ring1][Branch1][C][O][O],1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
[C][=C][N][Branch1][#Branch2][C][=Branch1][C][=O][N][=C][Ring1][#Branch1][N][C][C][Branch1][=N][C][Branch1][=Branch2][C][Branch1][Ring2][O][Ring1][Branch1][C][O][O][O],1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1
[C][C][C][Branch1][#Branch1][O][C][Ring1][Branch1][C][O][N][C][=C][C][=Branch1][=Branch1][=N][C][Ring1][=Branch1][=O][N],1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1
[C][=C][N][Branch1][#Branch2][C][=Branch1][C][=O][N][=C][Ring1][#Branch1][N][C][C][Branch1][=N][C][Branch1][=Branch2][C][Branch1][Ring2][O][Ring1][Branch1][C][O][O][Branch1][C][F][F],1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1
[C][C][N][Branch1][Ring1][C][C][C][C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][=N][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl][C][=C][C][=C][C][=C][Ring1][=Branch1],1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
