selfies,lipo
[C][O][C][=C][C][=C][Branch1][#Branch2][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][=C][C][=C][C][=Branch2][Ring1][Branch1][=N][C][=Branch1][Branch2][=N][C][Ring1][=Branch1][=N][Ring1][#Branch2][N][C][C][O][C][C@@H1][Ring1][=Branch1][C][N][C][C][O][C][C@@H1][Ring1][=Branch1][C],2.82
[C][N][C][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=C][C][=Branch2][Ring1][#Branch2][=N][C][=Branch1][Branch2][=N][C][Ring1][=Branch1][=N][Ring1][#Branch2][N][C][C@@H1][Branch1][C][C][O][C@@H1][Branch1][C][C][C][Ring1][Branch2][N][C][C][O][C][C][Ring1][=Branch1],1.26
[C][C@H1][C][O][C][C][N][Ring1][=Branch1][C][=N][C][Branch1][#Branch2][N][C][C][O][C][C@@H1][Ring1][=Branch1][C][=C][C][=C][C][=Branch1][Branch2][=N][C][Ring1][=Branch1][=N][Ring1][P][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][O],2.49
[C][O][C][=C][C][=C][Branch1][#Branch2][C][=C][Ring1][=Branch1][C][N][C][C][O][C][=C][C][=C][C][=Branch2][Ring1][#Branch2][=N][C][=Branch1][Branch2][=N][C][Ring1][=Branch1][=N][Ring1][#Branch2][N][C][C@@H1][Branch1][C][C][O][C@@H1][Branch1][C][C][C][Ring1][Branch2][N][C][C][O][C][C][Ring1][=Branch1],1.31
[C][C][C][C][N][Branch2][Ring1][N][C][C][N][C][C@H1][Branch1][C][O][C][=C][C][=C][Branch1][C][O][C][N][C][=Branch1][C][=O][S][C][Ring1][O][=Ring1][=Branch1][C][=Branch1][C][=O][C][C][O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],2.51
[C][C][N][Branch2][Ring1][=Branch2][C][C][N][C][C][C][=C][C][=C][Branch1][C][O][C][N][C][=Branch1][C][=O][S][C][Ring1][O][=Ring1][=Branch1][C][=Branch1][C][=O][C][C][O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],1.92
[C][C][Branch1][C][C][N][Branch2][Ring1][=Branch2][C][C][N][C][C][C][=C][C][=C][Branch1][C][O][C][N][C][=Branch1][C][=O][S][C][Ring1][O][=Ring1][=Branch1][C][=Branch1][C][=O][C][C][O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],2.33
[C][N][Branch2][Ring1][N][C][C][N][C][C@H1][Branch1][C][O][C][=C][C][=C][Branch1][C][O][C][N][C][=Branch1][C][=O][S][C][Ring1][O][=Ring1][=Branch1][C][=Branch1][C][=O][C][C][O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],1.21
[C][C][C][C][N][Branch2][Ring1][=Branch2][C][C][N][C][C][C][=C][C][=C][Branch1][C][O][C][N][C][=Branch1][C][=O][S][C][Ring1][O][=Ring1][=Branch1][C][=Branch1][C][=O][C][C][O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],3.0
[C][C][C][N][Branch2][Ring1][=Branch2][C][C][N][C][C][C][=C][C][=C][Branch1][C][O][C][N][C][=Branch1][C][=O][S][C][Ring1][O][=Ring1][=Branch1][C][=Branch1][C][=O][C][C][O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],2.23
[C][C][=C][Branch1][=N][O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][=C][Branch1][#Branch2][N][S][=Branch1][C][=O][=Branch1][C][=O][C][C][=C][C][=C][Ring1][O][N][Ring2][Ring1][=Branch1][C][C][=Branch1][C][=O][O],-0.98
[C][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][=N][O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][=C][Branch1][C][C][N][Ring1][=C][C][C][=Branch1][C][=O][O],-1.41
[C][C][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][=N][O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][=C][Branch1][C][C][N][Ring1][=C][C][C][=Branch1][C][=O][O],-0.29
[C][C][=C][Branch1][=N][O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][=C][C][Branch1][C][F][=C][C][=C][Ring1][#Branch1][N][Ring2][Ring1][C][C][C][=Branch1][C][=O][O],1.26
[C][C][=C][Branch1][=N][O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][=C][C][=Branch1][#C][=C][C][=C][Ring1][=Branch1][N][Ring1][P][C][C][=Branch1][C][=O][O][C][Branch1][C][F][Branch1][C][F][F],2.28
[C][C][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring2][Ring2][O][C][=C][Branch1][C][C][N][Branch1][#Branch1][C][C][=Branch1][C][=O][O][C][=C][C][=C][Branch1][#Branch1][C][=C][Ring1][=C][Ring1][=Branch1][C][Branch1][C][F][Branch1][C][F][F][C][=C][Ring2][Ring1][=Branch2],0.29
[C][C][=Branch1][C][=O][N][C][=C][C][=C][C][=N][Ring1][=Branch1],0.5
[C][C][C][=C][C][=Branch1][=Branch1][=C][C][=N][Ring1][=Branch1][C][=Branch1][C][=S][N],1.52
[C][C][=N][C][=C][Branch1][Ring1][C][O][C][Branch1][Ring1][C][O][=C][Ring1][#Branch2][O],-0.58
[C][C][=C][C][Branch1][C][C][=N][C][Branch1][C][N][=C][Ring1][Branch2],0.85
[C][C][Branch1][C][C][N][N][C][=Branch1][C][=O][C][=C][C][=N][C][=C][Ring1][=Branch1],0.33
[N][N][C][=Branch1][C][=O][C][=C][C][=N][C][=C][Ring1][=Branch1],-0.57
[O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][=O],2.0
[O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][Ring1][O][=O],1.8
[O][C][=C][C][=C][C][=Branch1][C][=O][N][Branch1][O][C][=Branch1][C][=O][C][Ring1][#Branch1][=C][Ring1][O][C][=C][C][=C][C][=C][Ring1][=Branch1],2.3
[O][C][=C][C][=C][Branch2][Ring1][Branch1][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][Ring1][O][=O][C][Branch1][C][F][=C][Ring2][Ring1][Ring1],2.1
[C][C][=C][C][Branch1][C][O][=C][C][=C][Ring1][#Branch1][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][Ring1][O][=O],2.0
[O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][Ring1][O][=O],2.0
[C][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][N][C][C][=C][C][=C][C][Branch2][Ring1][N][C][C][N][C][C@H1][Branch1][C][O][C][=C][C][=C][Branch1][C][O][C][N][C][=Branch1][C][=O][S][C][Ring1][O][=Ring1][=Branch1][=C][Ring2][Ring1][#Branch1],1.13
[C][O][C][=C][C][=C][C][Branch2][Ring2][O][C][N][C][C][=C][C][=C][C][Branch2][Ring1][N][C][C][N][C][C@H1][Branch1][C][O][C][=C][C][=C][Branch1][C][O][C][N][C][=Branch1][C][=O][S][C][Ring1][O][=Ring1][=Branch1][=C][Ring2][Ring1][#Branch1][=C][Ring2][Ring1][S],0.91
[C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][N][Branch1][C][C][C][C][=C][C][=C][C][Branch2][Ring1][N][C][C][N][C][C@H1][Branch1][C][O][C][=C][C][=C][Branch1][C][O][C][N][C][=Branch1][C][=O][S][C][Ring1][O][=Ring1][=Branch1][=C][Ring2][Ring1][#Branch1],1.52
[O][C@@H1][Branch2][Ring1][O][C][N][C][C][C][=C][C][=C][C][Branch1][=N][C][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl][=C][Ring1][S][C][=C][C][=C][Branch1][C][O][C][N][C][=Branch1][C][=O][S][C][Ring1][O][=Ring1][=Branch1],1.85
[C][O][C][=C][C][=C][Branch2][Ring2][O][C][N][C][C][=C][C][=C][C][Branch2][Ring1][N][C][C][N][C][C@H1][Branch1][C][O][C][=C][C][=C][Branch1][C][O][C][N][C][=Branch1][C][=O][S][C][Ring1][O][=Ring1][=Branch1][=C][Ring2][Ring1][#Branch1][C][=C][Ring2][Ring1][S],0.86
[O][C@@H1][Branch2][Ring1][O][C][N][C][C][C][=C][C][=C][C][Branch1][=N][C][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][F][=C][Ring1][S][C][=C][C][=C][Branch1][C][O][C][N][C][=Branch1][C][=O][S][C][Ring1][O][=Ring1][=Branch1],0.69
[C][C][C][=C][Branch2][Ring1][Branch2][C][N][C][=N][C][=C][C][Branch1][N][N][C][C][=C][Branch1][C][C][NH1][N][=Ring1][=Branch1][=N][Ring1][=N][O][N][=Ring2][Ring1][Ring2],1.86
[C][O][C][C][C][C][=C][C][Branch2][Ring1][Branch2][N][C][=C][C][=N][C][Branch1][=N][N][C][C][O][N][=C][Branch1][C][C][C][=Ring1][=Branch1][=N][Ring1][=C][=N][NH1][Ring2][Ring1][Ring2],2.04
[C][O][C][C][C][C][=C][C][Branch2][Ring1][=Branch2][N][C][=N][C][Branch1][=N][N][C][C][O][N][=C][Branch1][C][C][C][=Ring1][=Branch1][=N][C][=C][Ring1][=C][Br][=N][NH1][Ring2][Ring1][Branch1],3.07
[C][C][C][C][=C][C][Branch2][Ring1][=Branch2][N][C][=N][C][Branch1][=N][N][C][C][O][N][=C][Branch1][C][C][C][=Ring1][=Branch1][=N][C][=C][Ring1][=C][Br][=N][NH1][Ring2][Ring1][Branch1],3.63
[C][C][C][=C][Branch2][Ring1][O][C][N][C][=N][C][=C][Branch1][C][Br][C][Branch1][N][N][C][C][=C][Branch1][C][C][NH1][N][=Ring1][=Branch1][=N][Ring1][=C][O][N][=Ring2][Ring1][Branch1],2.92
[C][C][C][=C][Branch2][Ring1][O][C][N][C][=N][C][=C][Branch1][C][Cl][C][Branch1][N][N][C][C][=C][Branch1][C][C][NH1][N][=Ring1][=Branch1][=N][Ring1][=C][O][N][=Ring2][Ring1][Branch1],2.68
[N][C][=N][C][Branch1][C][N][=C][C][=C][Branch1][C][Br][C][=C][C][Ring1][#Branch1][=N][Ring1][N],1.78
[C][O][C][=C][C][=C][C][Branch1][C][C][=N][C][Branch1][#Branch1][N][C][=Branch1][C][=N][N][=N][C][Ring1][O][=C][Ring1][#C],-0.51
[C][=C][C][=C][N][=C][N][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2],1.0
[C][C][=C][C][=N][C][Branch1][#Branch1][N][C][=Branch1][C][=N][N][=N][C][Branch1][C][C][=C][Ring1][O][C][=C][Ring1][#C][C],0.7
[N][C][=N][C][=N][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1],1.26
[C][C][=N][C][Branch1][#Branch1][N][C][=Branch1][C][=N][N][=N][C][=C][C][=C][C][=C][Ring1][=C][Ring1][=Branch1],-0.49
[O][C@@H1][C][N][Branch2][Ring1][Branch2][C][C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Branch1][#Branch1][C][=C][Ring1][O][Ring1][=Branch1][C][#N][C][C][C@@H1][Ring2][Ring1][Branch1][N][C][C][=C][C][O][C][C][O][C][=Ring1][=Branch1][C][=N][Ring1][#Branch2],0.46
[O][C@H1][C][N][Branch2][Ring1][Branch2][C][C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Branch1][#Branch1][C][=C][Ring1][O][Ring1][=Branch1][C][#N][C][C][C@H1][Ring2][Ring1][Branch1][N][C][C][=C][C][O][C][C][O][C][=Ring1][=Branch1][C][=N][Ring1][#Branch2],0.45
[C][O][C@H1][C][N][Branch2][Ring1][Branch2][C][C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Branch1][#Branch1][C][=C][Ring1][O][Ring1][=Branch1][C][#N][C][C][C@H1][Ring2][Ring1][Branch1][N][C][C][=C][C][O][C][C][O][C][=Ring1][=Branch1][C][=N][Ring1][#Branch2],0.63
[C][O][C][=C][C][=C][C][=Branch2][Ring2][=C][=C][C][=Branch1][C][=O][N][Branch2][Ring1][=N][C][C][N][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][N][C][C][=C][C][O][C][C][O][C][=Ring1][=Branch1][C][=N][Ring1][#Branch2][C][Ring2][Ring1][O][=C][Ring2][Ring1][#C][C],1.72
[C][O][C][=C][C][=C][C][=C][C][=Branch1][C][=O][N][Branch2][Ring1][=N][C][C][N][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][N][C][C][=C][C][O][C][C][O][C][=Ring1][=Branch1][C][=N][Ring1][#Branch2][C][Ring2][Ring1][O][=C][Ring2][Ring1][#C],1.31
[C][O][C@H1][C][N][Branch2][Ring1][Branch2][C][C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Branch1][#Branch1][C][=C][Ring1][O][Ring1][=Branch1][C][#N][C][C][C@@H1][Ring2][Ring1][Branch1][N][C][C][=C][C][O][C][C][O][C][=Ring1][=Branch1][C][=N][Ring1][#Branch2],1.05
[F][C][Branch1][C][F][Branch1][C][F][C][=C][C][Branch2][Ring1][#Branch1][C][O][C][C][Branch1][=Branch2][N][C][C][N][C][C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][C][=Branch1][Branch1][=C][Ring2][Ring1][=Branch1][C][Branch1][C][F][Branch1][C][F][F],2.9
[F][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][Branch2][Ring1][S][C][O][C][C][=C][C][=Branch1][S][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][Branch1][C][F][Branch1][C][F][F][C][Branch1][C][F][Branch1][C][F][F][N][C][C][N][C][C][Ring1][=Branch1],3.0
[F][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][Branch2][Ring1][S][C][O][C][C][=C][C][=Branch1][S][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][Branch1][C][F][Branch1][C][F][F][C][Branch1][C][F][Branch1][C][F][F][N][C][C][N][C][C][Ring1][=Branch1],3.2
[F][C][Branch1][C][F][Branch1][C][F][C][=C][C][Branch2][Ring1][#Branch2][C][O][C][C][Branch1][=Branch2][N][C][C][N][C][C][Ring1][=Branch1][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][=C][C][=Branch1][Branch1][=C][Ring2][Ring1][#Branch1][C][Branch1][C][F][Branch1][C][F][F],4.2
[C][O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][Branch2][Ring1][S][C][O][C][C][=C][C][=Branch1][S][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][Branch1][C][F][Branch1][C][F][F][C][Branch1][C][F][Branch1][C][F][F][N][C][C][N][C][C][Ring1][=Branch1],3.1
[Br][C][=C][C][Branch1][C][Br][=C][C][Branch2][Ring1][#Branch1][C][O][C][C@@H1][Branch1][=Branch2][N][C][C][N][C][C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Ring2][Ring1][#Branch1],2.8
[C][C][Branch1][C][C][C][O][C][=C][C][=Branch2][Ring1][Ring2][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][N][C][C][O][C][C][Ring1][=Branch1][C][=C][C][=C][C][C][=Branch1][C][=O][C][=C][Branch1][#Branch1][O][C][Ring1][O][=Ring1][#Branch1][N][C][C][O][C][C][Ring1][=Branch1],3.8
[C][=C][C][O][C][=C][C][=Branch2][Ring1][Ring2][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][N][C][C][O][C][C][Ring1][=Branch1][C][=C][C][=C][C][C][=Branch1][C][=O][C][=C][Branch1][#Branch1][O][C][Ring1][O][=Ring1][#Branch1][N][C][C][O][C][C][Ring1][=Branch1],3.0
[O][C][=C][C][=Branch2][Ring1][Ring2][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][N][C][C][O][C][C][Ring1][=Branch1][C][=C][C][=C][C][C][=Branch1][C][=O][C][=C][Branch1][#Branch1][O][C][Ring1][O][=Ring1][#Branch1][N][C][C][O][C][C][Ring1][=Branch1],2.4
[C][O][C][=C][C][=Branch2][Ring1][Ring2][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][N][C][C][O][C][C][Ring1][=Branch1][C][=C][C][=C][C][C][=Branch1][C][=O][C][=C][Branch1][#Branch1][O][C][Ring1][O][=Ring1][#Branch1][N][C][C][O][C][C][Ring1][=Branch1],2.3
[C][C][O][C][=C][C][=Branch2][Ring1][Ring2][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][N][C][C][O][C][C][Ring1][=Branch1][C][=C][C][=C][C][C][=Branch1][C][=O][C][=C][Branch1][#Branch1][O][C][Ring1][O][=Ring1][#Branch1][N][C][C][O][C][C][Ring1][=Branch1],2.8
[C][C][Branch1][C][C][O][C][=C][C][=Branch2][Ring1][Ring2][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][N][C][C][O][C][C][Ring1][=Branch1][C][=C][C][=C][C][C][=Branch1][C][=O][C][=C][Branch1][#Branch1][O][C][Ring1][O][=Ring1][#Branch1][N][C][C][O][C][C][Ring1][=Branch1],3.0
[C][C][N][Branch1][Ring1][C][C][C][C][N][C][=Branch1][C][=O][C][N][=C][Branch1][#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][F][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring2][Ring1][Ring2][Ring1][#Branch1],2.38
[O][C][N][=C][Branch1][#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][N][C][Ring2][Ring1][Ring1][=O],2.38
[C][N][C][=Branch1][C][=O][C][N][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring2][Ring1][Ring1][Ring1][#Branch1],2.69
[C][C][Branch1][C][C][C@@H1][N][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][Ring1][P][=O],3.05
[C][N][C][=Branch1][C][=O][C][N][=C][Branch1][#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][F][C][=C][C][=Branch1][=Branch2][=C][C][=C][Ring2][Ring1][Ring1][Ring1][=Branch1][N+1][=Branch1][C][=O][O-1],2.1
[O-1][N+1][=Branch1][C][=O][C][=C][C][=C][N][C][=Branch1][C][=O][C][N][=C][Branch1][#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl][C][Ring1][#C][=C][Ring2][Ring1][Ring1],3.72
[C][O][C][=Branch1][C][=O][C][=C][C][=C][C][Branch2][Ring2][C][C][N][N][C][=Branch1][C][=O][C][=C][Branch1][Branch1][C][Ring1][#Branch1][=O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][N][Ring1][=C][=C][Ring2][Ring1][=Branch2],1.1
[C][N][Branch1][C][C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch2][Ring2][C][C][N][N][C][=Branch1][C][=O][C][=C][Branch1][Branch1][C][Ring1][#Branch1][=O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][N][Ring1][=C][C][=C][Ring2][Ring1][=Branch2],1.1
[C][O][C][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring2][C][C][N][N][C][=Branch1][C][=O][C][=C][Branch1][Branch1][C][Ring1][#Branch1][=O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][N][Ring1][=C][C][=C][Ring2][Ring1][=Branch2],1.17
[C][O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][Branch1][C][C][N][N][C][=Branch1][C][=O][C][=C][Branch1][Branch1][C][Ring1][#Branch1][=O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][N][Ring1][=C],1.3
[C][O][C][C][N][C][=Branch1][C][=O][C][=C][C][=C][C][Branch2][Ring2][C][C][N][N][C][=Branch1][C][=O][C][=C][Branch1][Branch1][C][Ring1][#Branch1][=O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][N][Ring1][=C][=C][Ring2][Ring1][=Branch2],1.2
[C][C][Branch1][C][C][Branch1][C][C][N][C][=Branch1][C][=O][N][C][=C][C][=C][C][Branch2][Ring2][C][C][N][N][C][=Branch1][C][=O][C][=C][Branch1][Branch1][C][Ring1][#Branch1][=O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][N][Ring1][=C][=C][Ring2][Ring1][=Branch2],1.77
[O][=C][Branch1][Branch1][N][C][C][#N][C@@H1][C][C][C][C][C@H1][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],1.75
[C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=Branch1][C][=O][C@@H1][C][C][C][C][C@H1][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][#N],1.6
[O][=C][Branch1][Branch1][N][C][C][#N][C@@H1][C][C][C][C][C@H1][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][#N],1.79
[C][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=Branch1][C][=O][C@@H1][C][C][C][C][C@H1][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][#N],0.67
[F][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=Branch1][C][=O][C@@H1][C][C][C][C][C@H1][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][#N],1.92
[C][C][C][=C][Branch2][Ring1][Branch1][C][=N][N][Ring1][Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][=Branch1][C][=O][N][C][C][C][C][C][C][Branch1][Branch2][C][C][Ring1][Branch2][C][Ring1][=Branch1][C][Ring1][=Branch2],0.9
[C][S][C][=C][Branch2][Ring1][Branch1][C][=N][N][Ring1][Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][=Branch1][C][=O][N][C][C][C][C][C][C][Branch1][Branch2][C][C][Ring1][Branch2][C][Ring1][=Branch1][C][Ring1][=Branch2],1.2
[C][C][=C][Branch2][Ring1][Branch1][C][=N][N][Ring1][Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][=Branch1][C][=O][N][C][C][C][C][C][C][Branch1][Branch2][C][C][Ring1][Branch2][C][Ring1][=Branch1][C][Ring1][=Branch2],0.8
[O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][N][=C][C][Branch2][Ring1][Branch2][C][=Branch1][C][=O][N][C][C][C][C][C][C][Branch1][Branch2][C][C][Ring1][Branch2][C][Ring1][=Branch1][C][Ring1][=Branch2][=C][Ring2][Ring1][C][C][Branch1][C][F][Branch1][C][F][F],1.5
[C][C][Branch1][C][C][C][=C][Branch2][Ring1][Branch1][C][=N][N][Ring1][Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][=Branch1][C][=O][N][C][C][C][C][C][C][Branch1][Branch2][C][C][Ring1][Branch2][C][Ring1][=Branch1][C][Ring1][=Branch2],1.15
[C][N][Branch2][Ring1][S][C@H1][C][C][N][Branch2][Ring1][Ring2][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][Branch1][C][F][Branch1][C][F][F][C][C@H1][Ring1][P][F][C][=Branch1][C][=O][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][C][=N][N][=N][Ring1][Branch1],3.3
[C][N][Branch2][Ring1][#C][C][C][C][N][Branch2][Ring1][Ring2][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][Branch1][C][F][Branch1][C][F][F][C][C][Ring1][P][C][=Branch1][C][=O][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][C][=N][N][=N][Ring1][Branch1],3.0
[C][O][C@H1][C][N][Branch2][Ring1][Ring2][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][Branch1][C][F][Branch1][C][F][F][C][C][C@H1][Ring1][P][N][Branch1][C][C][C][=Branch1][C][=O][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][C][=N][N][=N][Ring1][Branch1],3.0
[C][O][C@@H1][C][N][Branch2][Ring1][Ring2][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][Branch1][C][F][Branch1][C][F][F][C][C][C@@H1][Ring1][P][N][Branch1][C][C][C][=Branch1][C][=O][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][C][=N][N][=N][Ring1][Branch1],3.1
[C][N][Branch2][Ring1][S][C@@H1][C][C][N][Branch2][Ring1][Ring2][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][Branch1][C][F][Branch1][C][F][F][C][C@@H1][Ring1][P][F][C][=Branch1][C][=O][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][C][=N][N][=N][Ring1][Branch1],3.3
[C][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=C][C][=C][Branch1][=C][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][F][C][=Branch1][N][=C][N][=C][Ring1][#C][C][=C][Ring2][Ring1][Ring1][F][C][=Branch1][C][=O][N],2.63
[C][O][C][=C][C][=N][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][N][C][Branch1][=C][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][F][=C][Ring2][Ring1][C][C][=C][Ring2][Ring1][=Branch1][N][C][C][N][Branch1][C][C][C][C][Ring1][#Branch1],2.18
[C][O][C][C][O][C][=C][C][=N][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][N][C][Branch1][=C][N][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][F][=C][Ring2][Ring1][C][C][=C][Ring2][Ring1][=Branch1][N][C][C][N][Branch1][C][C][C][C][Ring1][#Branch1],2.24
