selfies,Class
[Cl][C][=C][C][=C][C][=C][Ring1][=Branch1][C][N][Branch1][=N][C][C][=N][C][Branch1][C][N][=C][C][=C][Ring1][#Branch1][C][=Branch1][Branch1][=C][C][=Ring1][=N][C][=C][C][=C][Branch1][Branch1][O][C][C][C][C][=C][Ring1][#Branch2],0
[Cl][C][=C][C][=C][C][=C][Ring1][=Branch1][C][N][Branch1][=N][C][C][=N][C][Branch1][C][N][=C][C][=C][Ring1][#Branch1][C][=Branch1][Branch1][=C][C][=Ring1][=N][C][=C][C][=C][Branch1][#Branch1][O][C][C][C][C][C][C][=C][Ring1][N],0
[Cl][C][=C][C][=C][C][=C][Ring1][=Branch1][C][N][Branch1][=N][C][C][=N][C][Branch1][C][N][=C][C][=C][Ring1][#Branch1][C][=Branch1][Branch1][=C][C][=Ring1][=N][C][=C][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][Branch2],0
[N][=C][Branch1][Branch2][C][=C][C][=C][Ring1][=Branch1][N][C][N][C][=Branch1][=C][=C][C][=C][Ring1][Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],0
[Cl][C][=C][C][=C][C][=C][Ring1][=Branch1][C][N][Branch1][=N][C][C][=N][C][Branch1][C][N][=C][C][=C][Ring1][#Branch1][C][=Branch1][Branch1][=C][C][=Ring1][=N][C][=C][C][=C][Branch1][#Branch1][O][C][C][C][C][#N][C][=C][Ring1][N],0
[O][=C][Branch1][Branch1][N][C][C][=C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][N][Branch1][=N][C][C][=N][C][Branch1][C][N][=C][C][=C][Ring1][#Branch1][C][=Branch1][Branch1][=C][C][=Ring1][=N][C][=C][C][=C][C][=C][Ring1][=Branch1],0
[Cl][C][=C][C][=C][C][=C][Ring1][=Branch1][C][N][Branch2][Ring1][Ring1][C][C][=N][C][Branch1][C][N][=C][Branch1][Branch1][N][C][C][O][C][=C][Ring1][O][C][=Branch1][Branch1][=C][C][=Ring1][P][C][=C][C][=C][Branch1][#Branch1][O][C][C][C][C][C][C][=C][Ring1][N],0
[Cl][C][=C][C][=C][C][=C][Ring1][=Branch1][C][N][Branch2][Ring1][Ring2][C][C][=N][C][Branch1][C][N][=C][Branch1][=Branch1][N][C][C][C][O][C][=C][Ring1][N][C][=Branch1][=Branch1][=C][C][=Ring2][Ring1][C][C][=C][C][=C][Branch1][#Branch1][O][C][C][C][C][C][C][=C][Ring1][N],0
[Cl][C][=C][C][=C][C][=C][Ring1][=Branch1][C][N][Branch1][=N][C][C][=N][C][Branch1][C][N][=C][C][=C][Ring1][#Branch1][C][=Branch1][Branch1][=C][C][=Ring1][=N][C][=C][C][=C][Branch1][=Branch1][O][C][C][C][C][C][=C][Ring1][O],0
[S][=Branch1][C][=O][=Branch1][C][=O][Branch2][=Branch1][#Branch2][N][Branch2][Branch1][=C][C][=C][C][=Branch1][=C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][/C][=Branch1][Ring1][=N][\O][/C][C][=Branch1][C][=O][N][C@H1][Branch2][Ring1][Ring2][C@@H1][Branch1][C][O][C][NH2+1][C][C][=C][C][Branch1][Ring1][O][C][=C][C][=C][Ring1][Branch2][C][C][=C][C][Branch1][C][F][=C][C][Branch1][C][F][=C][Ring1][Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C],1
[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][Ring1][C][C][C][=C][C][=Branch2][Ring1][N][=C][C][Branch2][Ring1][Ring2][N][Branch1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Ring1][P][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][O][C][NH2+1][C][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Branch1][C][F][Branch1][C][F][F],1
[S][=Branch1][C][=O][=Branch1][C][=O][Branch2][=Branch1][C][N][Branch2][Branch1][=Branch1][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C@H1][Branch2][Ring1][Ring2][C@@H1][Branch1][C][O][C][NH2+1][C][C][=C][C][Branch1][Ring1][O][C][=C][C][=C][Ring1][Branch2][C][C][=C][C][Branch1][C][F][=C][C][Branch1][C][F][=C][Ring1][Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C],1
[S][=Branch1][C][=O][=Branch1][C][=O][Branch2][=Branch1][Ring2][N][Branch2][Branch1][Branch2][C][=C][C][=C][C][Branch2][Ring2][O][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][O][C][NH2+1][C][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Branch1][C][F][Branch1][C][F][F][=C][Ring2][Ring1][S][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C],1
[S][=Branch1][C][=O][=Branch1][C][=O][Branch2][=Branch1][O][N][Branch2][Branch1][#C][C][=C][C][=Branch1][#C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][/C][=Branch1][Ring2][=N][/O][C][/C][C][=Branch1][C][=O][N][C][Branch2][Ring1][Ring2][C@@H1][Branch1][C][O][C][NH2+1][C][C][=C][C][Branch1][Ring1][O][C][=C][C][=C][Ring1][Branch2][C][C][=C][C][Branch1][C][F][=C][C][Branch1][C][F][=C][Ring1][Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C],1
[S][=Branch1][C][=O][=Branch1][C][=O][Branch2][=Branch1][P][N][Branch2][=Branch1][Branch1][C][=C][C][=Branch2][Ring1][Ring2][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][/C][=Branch1][=Branch2][=N][/O][C][C][Branch1][C][C][C][/C][C][=Branch1][C][=O][N][C@H1][Branch2][Ring1][Ring2][C@@H1][Branch1][C][O][C][NH2+1][C][C][=C][C][Branch1][Ring1][O][C][=C][C][=C][Ring1][Branch2][C][C][=C][C][Branch1][C][F][=C][C][Branch1][C][F][=C][Ring1][Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C],0
[S][=Branch1][C][=O][=Branch1][C][=O][Branch2][=Branch1][=Branch2][N][Branch2][Branch1][=N][C][=C][C][=Branch2][Branch1][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][O][C][NH2+1][C][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Branch1][C][F][Branch1][C][F][F][C][Branch1][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C],1
[S][=Branch1][C][=O][=Branch1][C][=O][Branch2][=Branch1][=N][N][Branch2][Branch1][P][C][=C][C][=Branch1][P][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][/C][=Branch1][=Branch1][=N][\O][C][C][=C][/C][C][=Branch1][C][=O][N][C@H1][Branch2][Ring1][Ring2][C@@H1][Branch1][C][O][C][NH2+1][C][C][=C][C][Branch1][Ring1][O][C][=C][C][=C][Ring1][Branch2][C][C][=C][C][Branch1][C][F][=C][C][Branch1][C][F][=C][Ring1][Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C],1
[S][=Branch1][C][=O][=Branch1][C][=O][Branch2][=Branch1][=Branch1][N][Branch2][Branch1][#Branch2][C][=C][C][Branch2][Ring2][O][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][O][C][NH2+1][C][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Branch1][C][F][Branch1][C][F][F][=C][Branch1][=Branch1][C][=C][Ring2][Ring1][S][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C],0
[S][=Branch1][C][=O][=Branch1][C][=O][Branch2][=Branch1][C][N][Branch2][Branch1][=Branch1][C][=C][C][=Branch1][#Branch1][=C][C][=C][Ring1][=Branch1][C][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][O][C][NH2+1][C][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Branch1][C][F][Branch1][C][F][F][C][=C][C][=C][C][=C][Ring1][=Branch1][C],0
[S][=Branch1][C][=O][=Branch1][C][=O][Branch2][=Branch1][#Branch2][N][Branch2][Branch1][=C][C][=C][C][=Branch2][Branch1][Ring1][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C@H1][Branch2][Ring1][Ring2][C@@H1][Branch1][C][O][C][NH2+1][C][C][=C][C][Branch1][Ring1][O][C][=C][C][=C][Ring1][Branch2][C][C][=C][C][Branch1][C][F][=C][C][Branch1][C][F][=C][Ring1][Branch2][C][=Branch1][C][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C],1
[S][=Branch1][C][=O][=Branch1][C][=O][Branch2][Branch1][P][N][Branch2][Branch1][Branch1][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][O][C][NH2+1][C][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Branch1][C][F][Branch1][C][F][F][C][=C][C][=C][C][=C][Ring1][=Branch1][C],1
[S][=Branch1][C][=O][=Branch1][C][=O][Branch2][=Branch1][=Branch1][N][Branch2][Branch1][#Branch2][C][=C][C][=Branch1][O][=C][C][Branch1][Ring2][O][C][C][=C][Ring1][=Branch2][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][O][C][NH2+1][C][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Branch1][C][F][Branch1][C][F][F][C][=C][C][=C][C][=C][Ring1][=Branch1][C],1
[S][=Branch1][C][=O][=Branch1][C][=O][Branch2][=Branch1][=N][N][Branch2][Branch1][P][C][=C][C][=Branch1][P][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][/C][=Branch1][=Branch1][=N][\O][C][C][C][/C][C][=Branch1][C][=O][N][C][Branch2][Ring1][Ring2][C@@H1][Branch1][C][O][C][NH2+1][C][C][=C][C][Branch1][Ring1][O][C][=C][C][=C][Ring1][Branch2][C][C][=C][C][Branch1][C][F][=C][C][Branch1][C][F][=C][Ring1][Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C],1
[S][=Branch1][C][=O][C][C][Branch2][Ring1][P][C][C][=C][C][Branch1][S][O][C][Branch1][Ring2][C][O][C][C][Branch1][C][F][Branch1][C][F][F][=C][Branch1][C][N][C][Branch1][C][F][=C][Ring1][P][C][Branch1][C][O][C][Branch2][Ring1][C][NH2+1][C][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][C][C][Ring2][Ring2][Branch1],1
[S][=Branch1][C][=O][C][C][Branch2][Ring1][P][C][C][=C][C][Branch1][S][O][C][Branch1][Ring2][C][O][C][C][Branch1][C][F][Branch1][C][F][F][=C][Branch1][C][N][C][Branch1][C][F][=C][Ring1][P][C][Branch1][C][O][C][Branch2][Ring1][Branch2][NH2+1][C][Branch1][C][C][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][Branch1][C][C][C][C][Ring2][Ring2][#Branch1],1
[S][=Branch1][C][=O][C][C][Branch2][Ring1][P][C][C][=C][C][Branch1][S][O][C][Branch1][Ring2][C][O][C][C][Branch1][C][F][Branch1][C][F][F][=C][Branch1][C][N][C][Branch1][C][F][=C][Ring1][P][C][Branch1][C][O][C][Branch2][Ring1][=Branch1][NH2+1][C][C][=C][C][=Branch1][#Branch1][=C][C][=C][Ring1][=Branch1][F][C][Branch1][C][C][Branch1][C][C][C][C][Ring2][Ring2][#Branch1],1
[S][=Branch1][C][=O][C][C@@H1][Branch2][Ring2][Branch2][C][C][=C][C][Branch2][Ring1][Branch1][O][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][Branch1][C][F][Branch1][C][F][F][=C][Branch1][C][N][C][Branch1][C][F][=C][Ring2][Ring1][C][C@H1][Branch1][C][O][C@@H1][Branch2][Ring1][Branch1][NH2+1][C][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][Branch1][C][C][C][C][Ring2][Ring2][#Branch1],1
[S][=Branch1][C][=O][C][C][Branch2][Ring1][Ring2][C][C][=C][C][Branch1][Ring1][O][C][=C][Branch1][C][N][C][Branch1][C][F][=C][Ring1][#Branch2][C][Branch1][C][O][C][Branch2][Ring1][Branch1][NH2+1][C][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][Branch1][C][C][C][C][Ring2][Ring1][#C],1
[S][=Branch1][C][=O][C][C][Branch2][Ring1][Ring1][C][C][=C][C][Branch1][C][O][=C][Branch1][C][N][C][Branch1][C][F][=C][Ring1][=Branch2][C][Branch1][C][O][C][Branch2][Ring1][Branch1][NH2+1][C][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][Branch1][C][C][C][C][Ring2][Ring1][=C],0
[S][=Branch1][C][=O][C][C@@H1][Branch2][Ring1][P][C][C][=C][C][Branch1][S][O][C@H1][Branch1][Ring2][C][O][C][C][Branch1][C][F][Branch1][C][F][F][=C][Branch1][C][N][C][Branch1][C][F][=C][Ring1][P][C@H1][Branch1][C][O][C@@H1][Branch2][Ring1][Branch1][NH2+1][C][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][Branch1][C][C][C][C][Ring2][Ring2][=Branch1],1
[S][=Branch1][C][=O][C][C][Branch2][Ring1][S][C][C][=C][C][Branch1][#C][O][C][Branch1][Ring1][C][O][C][Branch1][C][F][Branch1][C][F][F][=C][Branch1][C][N][C][Branch1][C][F][=C][Ring1][S][C][Branch1][C][O][C][Branch2][Ring1][Branch1][NH2+1][C][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][Branch1][C][C][C][C][Ring2][Ring2][Branch1],1
[S][=Branch1][C][=O][C][C][Branch2][Ring1][P][C][C][=C][C][Branch1][S][O][C][Branch1][Ring2][C][O][C][C][Branch1][C][F][Branch1][C][F][F][=C][Branch1][C][N][C][Branch1][C][F][=C][Ring1][P][C][Branch1][C][O][C][Branch2][Ring1][Ring1][NH2+1][C][C][=C][C][Branch1][#Branch1][O][C][Branch1][C][C][C][=C][C][=C][Ring1][#Branch2][C][Ring2][Ring2][=Branch1],1
[S][=Branch1][C][=O][C][C][Branch2][Ring1][P][C][C][=C][C][Branch1][S][O][C][Branch1][Ring2][C][O][C][C][Branch1][C][F][Branch1][C][F][F][=C][Branch1][C][N][C][Branch1][C][F][=C][Ring1][P][C][Branch1][C][O][C][Branch2][Ring1][=Branch1][NH2+1][C][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Branch1][Ring1][C][O][Branch1][C][C][C][C][Ring2][Ring2][#Branch1],1
[S][=Branch1][C][=O][C][C][Branch2][Ring1][N][C][C][=C][C][Branch1][O][O][C][C][Branch1][C][F][Branch1][C][F][F][=C][Branch1][C][N][C][Branch1][C][F][=C][Ring1][=C][C][Branch1][C][O][C][Branch2][Ring1][Branch1][NH2+1][C][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][Branch1][C][C][C][C][Ring2][Ring2][Ring1],1
[S][=Branch1][C][=O][C][C][Branch2][Ring1][P][C][C][=C][C][Branch1][S][O][C][Branch1][Ring2][C][O][C][C][Branch1][C][F][Branch1][C][F][F][=C][Branch1][C][N][C][Branch1][C][F][=C][Ring1][P][C][Branch1][C][O][C][Branch2][Ring1][=Branch1][NH2+1][C][C][=C][C][Branch1][#Branch2][O][C][Branch1][C][F][Branch1][C][F][F][=C][C][=C][Ring1][O][C][Ring2][Ring2][#Branch1],0
[S][=Branch1][C][=O][C][C][Branch2][Ring1][P][C][C][=C][C][Branch1][S][O][C][Branch1][Ring2][C][O][C][C][Branch1][C][F][Branch1][C][F][F][=C][Branch1][C][N][C][Branch1][C][F][=C][Ring1][P][C][Branch1][C][O][C][Branch2][Ring1][Branch1][NH2+1][C][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Branch1][C][O][Branch1][C][C][C][C][Ring2][Ring2][=Branch1],1
[O][C][Branch2][Ring2][=Branch1][C][Branch2][Ring1][=Branch2][N][C][=Branch1][C][=O][C][=C][C][Branch1][#Branch2][N][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][C][=C][Ring1][=N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][NH2+1][C][Branch1][=C][C][=Branch1][C][=O][N][C][C][C][C][C][C][Ring1][=Branch1][C],0
[S][=Branch1][C][=O][=Branch1][C][=O][Branch2][=Branch1][Ring1][N][Branch2][Branch1][Ring1][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][O][C][NH2+1][C][Branch1][=C][C][=Branch1][C][=O][N][C][C][C][C][C][C][Ring1][=Branch1][C][C][=C][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][Branch2][C],1
[Cl][C][=C][C][Branch2][Branch1][=C][N][Branch1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][C][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][O][C][NH2+1][C][Branch1][=C][C][=Branch1][C][=O][N][C][C][C][C][C][C][Ring1][=Branch1][C][=C][C][Branch1][C][Cl][=C][Ring2][Ring2][N],1
[S][=Branch1][C][=O][=Branch1][C][=O][Branch2][Branch1][S][N][Branch2][Branch1][Ring2][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C@H1][Branch2][Ring1][Branch2][C@H1][Branch1][C][O][C][NH2+1][C@H1][Branch1][=C][C][=Branch1][C][=O][N][C][C][C][C][C][C][Ring1][=Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C],1
[S][=Branch1][C][=O][=Branch1][C][=O][Branch2][Branch1][S][N][Branch1][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][#N][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][O][C][NH2+1][C][Branch1][=C][C][=Branch1][C][=O][N][C][C][C][C][C][C][Ring1][=Branch1][C][C],0
[S][=Branch1][C][=O][=Branch1][C][=O][Branch2][=Branch1][Branch1][N][Branch2][Branch1][=Branch2][C][=C][C][=Branch1][O][=C][C][Branch1][Ring2][N][C][C][=C][Ring1][=Branch2][C][=Branch1][C][=O][N][C@H1][Branch2][Ring1][Branch2][C@H1][Branch1][C][O][C][NH2+1][C@H1][Branch1][=C][C][=Branch1][C][=O][N][C][C][C][C][C][C][Ring1][=Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C],1
[S][=Branch1][C][=O][=Branch1][C][=O][Branch2][=Branch1][Ring1][N][Branch2][Branch1][Ring1][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][O][C][NH2+1][C][Branch1][=C][C][=Branch1][C][=O][N][C][C][C][C][C][C][Ring1][=Branch1][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][#N][C],0
[S][=Branch1][C][=O][=Branch1][C][=O][Branch2][=Branch1][=Branch2][N][Branch2][Branch1][Ring1][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][O][C][NH2+1][C][Branch1][=C][C][=Branch1][C][=O][N][C][C][C][C][C][C][Ring1][=Branch1][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][Branch1][C][F][Branch1][C][F][F][C],1
[Cl][C][=C][C][=C][Branch2][Branch1][=C][N][Branch1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][C][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][O][C][NH2+1][C][Branch1][=C][C][=Branch1][C][=O][N][C][C][C][C][C][C][Ring1][=Branch1][C][C][=C][Ring2][Ring2][O],1
[S][=Branch1][C][=O][=Branch1][C][=O][Branch2][Branch1][S][N][Branch1][O][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][O][C][NH2+1][C][Branch1][=C][C][=Branch1][C][=O][N][C][C][C][C][C][C][Ring1][=Branch1][C][C],0
[S][=Branch1][C][=O][=Branch1][C][=O][Branch2][=Branch1][Ring1][N][Branch2][Branch1][Ring1][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][O][C][NH2+1][C][Branch1][=C][C][=Branch1][C][=O][N][C][C][C][C][C][C][Ring1][=Branch1][C][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][#N][C],1
[O][C][Branch2][Ring2][=N][C][Branch2][Ring1][S][N][C][=Branch1][C][=O][C][=C][C][Branch1][P][N][Branch1][=Branch1][C][=Branch1][C][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][C][=C][Ring1][S][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][NH2+1][C][Branch1][=C][C][=Branch1][C][=O][N][C][C][C][C][C][C][Ring1][=Branch1][C],0
[S][=Branch1][C][=O][=Branch1][C][=O][Branch2][=Branch1][Ring1][N][Branch2][Branch1][Ring1][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][O][C][NH2+1][C][Branch1][=C][C][=Branch1][C][=O][N][C][C][C][C][C][C][Ring1][=Branch1][C][C][=C][C][Branch1][Ring1][O][C][=C][C][=C][Ring1][Branch2][C],1
[S][=Branch1][C][=O][=Branch1][C][=O][N][Branch1][#Branch1][C][C][C][C][Ring1][Branch2][C][=C][C][=Branch1][P][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][/C][=Branch1][=Branch1][=N][\O][C][C][C][/C][C][=Branch1][C][=O][N][C][Branch2][Ring1][Ring2][C@@H1][Branch1][C][O][C][NH2+1][C][C][=C][C][Branch1][Ring1][O][C][=C][C][=C][Ring1][Branch2][C][C][=C][C][Branch1][C][F][=C][C][Branch1][C][F][=C][Ring1][Branch2],1
[S][=Branch1][C][=O][=Branch1][C][=O][N][Branch1][#Branch1][C][C][C][C][Ring1][Branch2][C][=C][C][=Branch1][P][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][/C][=Branch1][=Branch1][=N][\O][C][C][=C][/C][C][=Branch1][C][=O][N][C@H1][Branch2][Ring1][Ring2][C@@H1][Branch1][C][O][C][NH2+1][C][C][=C][C][Branch1][Ring1][O][C][=C][C][=C][Ring1][Branch2][C][C][=C][C][Branch1][C][F][=C][C][Branch1][C][F][=C][Ring1][Branch2],0
[S][=Branch1][C][=O][=Branch1][C][=O][N][Branch1][#Branch1][C][C][C][C][Ring1][Branch2][C][=C][C][=Branch1][#C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][/C][=Branch1][Ring2][=N][\O][C][/C][C][=Branch1][C][=O][N][C][Branch2][Ring1][Ring2][C@@H1][Branch1][C][O][C][NH2+1][C][C][=C][C][Branch1][Ring1][O][C][=C][C][=C][Ring1][Branch2][C][C][=C][C][Branch1][C][F][=C][C][Branch1][C][F][=C][Ring1][Branch2],1
[S][=Branch1][C][=O][=Branch1][C][=O][N][Branch1][#Branch1][C][C][C][C][Ring1][Branch2][C][=C][C][=Branch2][Branch1][Ring1][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C@H1][Branch2][Ring1][Ring2][C@@H1][Branch1][C][O][C][NH2+1][C][C][=C][C][Branch1][Ring1][O][C][=C][C][=C][Ring1][Branch2][C][C][=C][C][Branch1][C][F][=C][C][Branch1][C][F][=C][Ring1][Branch2][C][=Branch1][C][=O][C],1
[S][=Branch1][C][=O][=Branch1][C][=O][N][Branch1][#Branch1][C][C][C][C][Ring1][Branch2][C][=C][C][=Branch1][O][=C][C][Branch1][Ring2][N][C][C][=C][Ring1][=Branch2][C][=Branch1][C][=O][N][C@H1][Branch2][Ring1][#Branch2][C@H1][Branch1][C][O][C][NH2+1][C][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Branch1][C][F][Branch1][C][F][F][C][C][=C][C][=C][C][=C][Ring1][=Branch1],1
[S][=Branch1][C][=O][=Branch1][C][=O][N][Branch1][#Branch1][C][C][C][C][Ring1][Branch2][C][=C][C][=Branch2][Ring1][Ring2][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][/C][=Branch1][=Branch2][=N][\O][C][C][Branch1][C][C][C][/C][C][=Branch1][C][=O][N][C@H1][Branch2][Ring1][Ring2][C@@H1][Branch1][C][O][C][NH2+1][C][C][=C][C][Branch1][Ring1][O][C][=C][C][=C][Ring1][Branch2][C][C][=C][C][Branch1][C][F][=C][C][Branch1][C][F][=C][Ring1][Branch2],0
[S][=Branch1][C][=O][=Branch1][C][=O][N][Branch1][#Branch1][C][C][C][C][Ring1][Branch2][C][=C][C][=Branch1][N][=C][C][Branch1][Ring2][N][C][C][=C][Ring1][=Branch2][C][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][O][C][NH2+1][C][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Branch1][C][F][Branch1][C][F][F],1
[S][=Branch1][C][=O][=Branch1][C][=O][N][Branch1][#Branch1][C][C][C][C][Ring1][Branch2][C][=C][C][=Branch2][Branch1][Ring1][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C@H1][Branch2][Ring1][Ring2][C@@H1][Branch1][C][O][C][NH2+1][C][C][=C][C][Branch1][Ring1][O][C][=C][C][=C][Ring1][Branch2][C][C][=C][C][Branch1][C][F][=C][C][Branch1][C][F][=C][Ring1][Branch2][C][Branch1][C][O][C],1
